"Site No","Site Name","Business No","Business Name","Year","Week No","Week Beginning","Weekly Average AF","Reason For No Count","SG Action","Mitigation","Additional Mitigation","Additional Information","National Grid Reference","Easting","Northing"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","31","2023-07-31",".8","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","30","2023-07-24","","Veterinary advice","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","29","2023-07-17","","Site recently stocked","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","22","2023-05-29","","Site fallow","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","21","2023-05-22","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","20","2023-05-15","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","19","2023-05-08","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","18","2023-05-01","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","17","2023-04-24","1.65","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","16","2023-04-17","2.9","","","Harvesting","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","15","2023-04-10","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","14","2023-04-03","1","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","13","2023-03-27",".5","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","12","2023-03-20",".57","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","11","2023-03-13",".57","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","10","2023-03-06",".5","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","9","2023-02-27","4.5","","","Harvesting","Physical","Hydrolicer.","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","8","2023-02-20","4.73","","","Harvesting","Physical","Hydrolicer.","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","7","2023-02-13","4.03","","","Harvesting","Physical","Hydrolicer.","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","6","2023-02-06","","Veterinary advice","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","5","2023-01-30","4.73","","","Physical","","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","4","2023-01-23","2.86","","","Harvesting","Physical","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","3","2023-01-16","1.97","","","","","Originally informed no counts were carried out but have since been updated","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","2","2023-01-09","1.97","","","","","Originally informed no counts were carried out but have since been updated","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2023","1","2023-01-02","1.38","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","52","2022-12-26","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","51","2022-12-19","","Veterinary advice","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","50","2022-12-12","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","49","2022-12-05","1","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","48","2022-11-28","1","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","47","2022-11-21",".2","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","46","2022-11-14","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","45","2022-11-07",".2","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","44","2022-10-31",".18","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","43","2022-10-24",".19","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","42","2022-10-17",".5","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","41","2022-10-10",".38","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","40","2022-10-03",".47","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","39","2022-09-26",".3","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","38","2022-09-19",".06","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","37","2022-09-12",".03","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","36","2022-09-05",".1","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","35","2022-08-29",".04","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","26","2022-06-27","","Site fallow","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","25","2022-06-20","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","24","2022-06-13","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","23","2022-06-06","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","22","2022-05-30","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","21","2022-05-23","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","20","2022-05-16",".15","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","19","2022-05-09",".18","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","18","2022-05-02",".42","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","17","2022-04-25","2.54","","","","","Thermolicer/Harvesting","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","16","2022-04-18","1.84","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","15","2022-04-11","1.71","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","14","2022-04-04","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","13","2022-03-28","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","12","2022-03-21",".05","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","11","2022-03-14",".03","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","10","2022-03-07",".01","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","9","2022-02-28",".06","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","8","2022-02-21","3.16","","","","","Thermolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","7","2022-02-14","4.36","","","","","Thermolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","6","2022-02-07","2.18","","","","","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","5","2022-01-31","2.9","","","","","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","4","2022-01-24","3.42","","","","","Harvesting/Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","3","2022-01-17","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","2","2022-01-10","3.03","","","","","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2022","1","2022-01-03","2.6","","","","","Hydrolicer","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","52","2021-12-27","","Veterinary advice","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","51","2021-12-20","1.9","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","50","2021-12-13","1.33","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","49","2021-12-06","1.27","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","48","2021-11-29",".98","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","47","2021-11-22",".7","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","46","2021-11-15",".71","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","45","2021-11-08",".2","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","44","2021-11-01","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","43","2021-10-25",".84","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","42","2021-10-18","","Weather","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","41","2021-10-11","1.79","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","40","2021-10-04","1.45","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","39","2021-09-27",".54","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","38","2021-09-20",".42","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","37","2021-09-13",".05","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","36","2021-09-06",".11","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","35","2021-08-30",".17","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","34","2021-08-23",".05","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","33","2021-08-16","0","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","21","2021-05-24","","Site fallow","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","20","2021-05-17","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","19","2021-05-10","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","18","2021-05-03","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","17","2021-04-26","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","16","2021-04-19","","Withdrawal period prior to harvesting","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","15","2021-04-12","0","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","14","2021-04-05","0","","","","","","ND333989","333300","998900"
"FS1198","South Cava","FB0095","Cooke Aquaculture Scotland Ltd","2021","13","2021-03-29","0","","","","","","ND333989","333300","998900"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","52","2025-12-22",".16","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","51","2025-12-15",".4","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","50","2025-12-08",".19","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","49","2025-12-01",".39","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","48","2025-11-24","","Weather","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","47","2025-11-17","1.05","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","46","2025-11-10",".93","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","45","2025-11-03",".41","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","44","2025-10-27",".62","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","43","2025-10-20",".32","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","42","2025-10-13",".5","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","41","2025-10-06",".56","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","40","2025-09-29",".37","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","39","2025-09-22",".78","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","38","2025-09-15",".17","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","37","2025-09-08",".36","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","36","2025-09-01",".7","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","35","2025-08-25",".32","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","34","2025-08-18",".16","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","33","2025-08-11",".14","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","32","2025-08-04","","Weather","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","31","2025-07-28",".12","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","30","2025-07-21",".25","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","29","2025-07-14",".37","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","28","2025-07-07",".47","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","27","2025-06-30",".34","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","26","2025-06-23",".17","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","25","2025-06-16",".17","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","24","2025-06-09",".15","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","23","2025-06-02",".16","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","22","2025-05-26",".15","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","21","2025-05-19",".04","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","20","2025-05-12",".02","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","19","2025-05-05",".03","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","18","2025-04-28",".04","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","17","2025-04-21","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","16","2025-04-14","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","15","2025-04-07","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","14","2025-03-31","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","13","2025-03-24","","Site recently stocked","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","12","2025-03-17","","Site recently stocked","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","9","2025-02-24","","Site fallow","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","8","2025-02-17","","Veterinary advice","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","7","2025-02-10","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","6","2025-02-03",".01","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","5","2025-01-27",".02","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","4","2025-01-20","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","3","2025-01-13",".04","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","2","2025-01-06",".03","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2025","1","2024-12-30",".03","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","52","2024-12-23",".02","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","51","2024-12-16",".08","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","50","2024-12-09",".02","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","49","2024-12-02",".01","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","48","2024-11-25",".09","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","47","2024-11-18",".06","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","46","2024-11-11",".03","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","45","2024-11-04","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","44","2024-10-28","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","43","2024-10-21",".04","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","42","2024-10-14",".02","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","41","2024-10-07",".01","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","40","2024-09-30",".16","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","39","2024-09-23",".03","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","38","2024-09-16",".01","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","37","2024-09-09",".01","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","36","2024-09-02",".08","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","35","2024-08-26",".06","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","34","2024-08-19","0","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","29","2024-07-15","","Site fallow","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","28","2024-07-08",".29","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","27","2024-07-01",".28","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","26","2024-06-24",".42","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","25","2024-06-17",".83","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","24","2024-06-10",".91","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","23","2024-06-03",".4","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","22","2024-05-27",".56","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","21","2024-05-20",".49","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","20","2024-05-13",".55","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","19","2024-05-06",".36","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","18","2024-04-29",".73","","","Destocking","","Destocking through harvest","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","17","2024-04-22",".18","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","16","2024-04-15",".34","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","15","2024-04-08",".19","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","14","2024-04-01",".45","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","13","2024-03-25",".28","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","12","2024-03-18",".21","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","11","2024-03-11",".34","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","10","2024-03-04",".42","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","9","2024-02-26",".22","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","8","2024-02-19",".95","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","7","2024-02-12",".24","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","6","2024-02-05",".54","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","5","2024-01-29","","Weather","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","4","2024-01-22",".14","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","3","2024-01-15",".14","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","2","2024-01-08",".22","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2024","1","2024-01-01",".23","","","","","","HY465497","346500","1049700"
"FS1209","Ouseness","FB0095","Cooke Aquaculture Scotland Ltd","2023","52","2023-12-25","","Weather","","","","","HY465497","346500","1049700"
