"Site No","Site Name","Business No","Business Name","Year","Week No","Week Beginning","Weekly Average AF","Reason For No Count","SG Action","Mitigation","Additional Mitigation","Additional Information","National Grid Reference","Easting","Northing"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","52","2025-12-22","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","51","2025-12-15","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","50","2025-12-08","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","49","2025-12-01","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","48","2025-11-24","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","47","2025-11-17","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","46","2025-11-10","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","45","2025-11-03","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","44","2025-10-27","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","43","2025-10-20","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","42","2025-10-13","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","41","2025-10-06","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","40","2025-09-29","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","39","2025-09-22","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan","FB0012","Otter Ferry Seafish  Ltd","2025","38","2025-09-15","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","34","2025-08-18","","Site fallow","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","33","2025-08-11","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","32","2025-08-04","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","31","2025-07-28","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","30","2025-07-21","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","29","2025-07-14","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","28","2025-07-07","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","27","2025-06-30","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","26","2025-06-23","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","25","2025-06-16","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","24","2025-06-09","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","23","2025-06-02","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","22","2025-05-26","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","21","2025-05-19","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","20","2025-05-12","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","19","2025-05-05","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","18","2025-04-28","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","17","2025-04-21","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","16","2025-04-14","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","15","2025-04-07","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","14","2025-03-31","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","13","2025-03-24","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","12","2025-03-17","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","11","2025-03-10","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","10","2025-03-03","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","9","2025-02-24","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","8","2025-02-17","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","7","2025-02-10","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","6","2025-02-03","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","5","2025-01-27","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","4","2025-01-20","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","3","2025-01-13","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","2","2025-01-06","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2025","1","2024-12-30","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","52","2024-12-23","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","51","2024-12-16","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","50","2024-12-09","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","49","2024-12-02","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","48","2024-11-25","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","47","2024-11-18","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","46","2024-11-11","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","45","2024-11-04","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","44","2024-10-28","0","","","","","","NR945867","194500","686700"
"FS0001","Evanachan Salt Water","FB0012","Otter Ferry Seafish  Ltd","2024","43","2024-10-21","0","","","","","","NR945867","194500","686700"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","52","2025-12-22",".8","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","51","2025-12-15",".241666667","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","50","2025-12-08",".230769231","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","49","2025-12-01",".59","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","48","2025-11-24",".32","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","47","2025-11-17",".32","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","46","2025-11-10",".1","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","45","2025-11-03",".13","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","44","2025-10-27",".07","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","43","2025-10-20","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","30","2025-07-21","","Site fallow","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","29","2025-07-14","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","28","2025-07-07","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","27","2025-06-30","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","26","2025-06-23",".37","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","25","2025-06-16",".33","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","24","2025-06-09",".33","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","23","2025-06-02",".28","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","22","2025-05-26",".15","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","21","2025-05-19",".25","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","20","2025-05-12",".44","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","19","2025-05-05",".41","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","18","2025-04-28",".34","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","17","2025-04-21","","Veterinary advice","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","16","2025-04-14",".29","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","15","2025-04-07",".21","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","14","2025-03-31",".13","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","13","2025-03-24",".09","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","12","2025-03-17",".33","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","11","2025-03-10",".43","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","10","2025-03-03",".34","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","9","2025-02-24",".25","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","8","2025-02-17",".13","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","7","2025-02-10",".66","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","6","2025-02-03",".4","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","5","2025-01-27",".31","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","4","2025-01-20",".05","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","3","2025-01-13",".05","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","2","2025-01-06",".5","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2025","1","2024-12-30",".31","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","52","2024-12-23","","Weather","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","51","2024-12-16",".053571429","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","50","2024-12-09",".09","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","49","2024-12-02",".04","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","48","2024-11-25","","Weather","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","47","2024-11-18","","Weather","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","46","2024-11-11","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","45","2024-11-04",".011235955","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","44","2024-10-28",".02","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","43","2024-10-21","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","42","2024-10-14","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","41","2024-10-07","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","40","2024-09-30","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","36","2024-09-02","","Site fallow","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","35","2024-08-26","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","34","2024-08-19","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","33","2024-08-12","3.35","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","32","2024-08-05","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","31","2024-07-29",".78","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","30","2024-07-22",".65","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","29","2024-07-15","2.69","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","28","2024-07-08",".63","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","27","2024-07-01","2.22","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","26","2024-06-24","1.9","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","25","2024-06-17","1.55","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","24","2024-06-10","1.32","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","23","2024-06-03",".98","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","22","2024-05-27","1.31","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","21","2024-05-20","3.71","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","20","2024-05-13","1.74","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","19","2024-05-06",".83","","","Destocking","","Destocking through harvest","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","18","2024-04-29",".9","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","17","2024-04-22",".63","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","16","2024-04-15",".84","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","15","2024-04-08","1.51","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","14","2024-04-01","1.23","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","13","2024-03-25",".35","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","12","2024-03-18","","Weather","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","11","2024-03-11",".88","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","10","2024-03-04",".66","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","9","2024-02-26",".44","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","8","2024-02-19",".35","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","7","2024-02-12",".39","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","6","2024-02-05",".98","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","5","2024-01-29",".47","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","4","2024-01-22",".59","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","3","2024-01-15",".56","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","2","2024-01-08",".73","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2024","1","2024-01-01",".44","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","52","2023-12-25","","Site recently stocked","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","51","2023-12-18","","Site recently stocked","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","35","2023-08-28","","Site fallow","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","34","2023-08-21","","Withdrawal period prior to harvesting","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","33","2023-08-14",".257142857","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","32","2023-08-07",".2","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","31","2023-07-31",".25","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","30","2023-07-24",".283333333","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","29","2023-07-17",".154166667","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","28","2023-07-10",".04","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","27","2023-07-03",".05","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","26","2023-06-26",".04","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","25","2023-06-19",".03","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","24","2023-06-12",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","23","2023-06-05","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","22","2023-05-29","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","21","2023-05-22","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","20","2023-05-15","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","19","2023-05-08","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","18","2023-05-01","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","17","2023-04-24",".02","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","16","2023-04-17",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","15","2023-04-10",".02173913","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","14","2023-04-03",".007142857","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","13","2023-03-27","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","12","2023-03-20","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","11","2023-03-13","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","10","2023-03-06","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","9","2023-02-27","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","8","2023-02-20","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","7","2023-02-13","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","6","2023-02-06","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","5","2023-01-30","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","4","2023-01-23","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","3","2023-01-16","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","2","2023-01-09",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2023","1","2023-01-02",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","52","2022-12-26","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","51","2022-12-19","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","50","2022-12-12","0","","","Bath","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","49","2022-12-05","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","48","2022-11-28","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","47","2022-11-21","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","46","2022-11-14","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","45","2022-11-07","0","","","Physical","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","44","2022-10-31","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","43","2022-10-24","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","42","2022-10-17","","Site recently stocked","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","27","2022-07-04","","Site fallow","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","26","2022-06-27","2.55","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","25","2022-06-20","1.3","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","24","2022-06-13","1.76","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","23","2022-06-06","1.08","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","22","2022-05-30",".74","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","21","2022-05-23","3.11","","","","","Mechanical (Thermolicer) treatment has taken place over 31st May / 1st June","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","20","2022-05-16","2.48","","","","","Physical treatment (thermolicer) shceduled to begin wk 22","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","19","2022-05-09","2.06875","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","18","2022-05-02","1.11","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","17","2022-04-25",".91","","","","","","NG351555","135100","855500"
