Year,week_start,lice_avg,site_id,site_name,easting,northing
2025,2025-12-22,0.04,FS1335,"Swarta Skerry, Dury Voe",447300.0,1162300.0
2025,2025-12-22,0.03,FS0645,Kirk Noust,344900.0,1029100.0
2025,2025-12-22,0.5,FS0519,Maol Ban,156300.0,831100.0
2025,2025-12-22,0.03,FS0549,Tanera,199500.0,907500.0
2025,2025-12-22,0.0,FS0559,Ardyne,209300.0,668900.0
2025,2025-12-22,0.0,FS0590,Glenan Bay,191800.0,669500.0
2025,2025-12-22,0.45,FS0597,Meil Bay,348500.0,1012300.0
2025,2025-12-22,0.25,FS0599,MacLean's Nose,152400.0,762200.0
2025,2025-12-22,0.0,FS0605,Creag an T'Sagairt (Loch Hourn),180300.0,809600.0
2025,2025-12-22,0.08,FS0608,Vidlin North,448500.0,1167600.0
2025,2025-12-22,0.0,FS0616,Nevis B,174800.0,795200.0
2025,2025-12-22,1.71,FS0621,Loch A Chairn Bhain,219800.0,933500.0
2025,2025-12-22,0.33,FS0646,Soay,106400.0,905800.0
2025,2025-12-22,0.0,FS0430,Nevis A,174200.0,797000.0
2025,2025-12-22,0.05,FS0666,Burrastow,422700.0,1147700.0
2025,2025-12-22,3.83,FS0696,Fiunary,159200.0,747600.0
2025,2025-12-22,0.0,FS0698,Quarry Point,199800.0,698000.0
2025,2025-12-22,0.18,FS0717,Balta Isle,465700.0,1208200.0
2025,2025-12-22,0.08,FS0764,Olna South,437300.0,1164100.0
2025,2025-12-22,0.0,FS0767,Tarbert South,190300.0,665300.0
2025,2025-12-22,0.81,FS0777,Eilean Coltair,180300.0,712800.0
2025,2025-12-22,2.2,FS0804,Kishorn B (North),179100.0,838000.0
2025,2025-12-22,0.13,FS0805,Bagh Dail Nan Cean,177400.0,704600.0
2025,2025-12-22,0.0,FS0823,Noust Geo,357000.0,1030600.0
2025,2025-12-22,0.92,FS0465,Shuna Castle,177500.0,709400.0
2025,2025-12-22,0.46,FS0413,Camas Glas,164600.0,758900.0
2025,2025-12-22,0.0,FS0851,Ardgaddan,190800.0,681000.0
2025,2025-12-22,0.17,FS0212,Invasion Bay,173200.0,761000.0
2025,2025-12-22,0.0,FS0001,Evanachan,194500.0,686700.0
2025,2025-12-22,0.8,FS0015,Loch Greshornish,135100.0,855500.0
2025,2025-12-22,0.09,FS0016,Loch Alsh (Sron),178500.0,825500.0
2025,2025-12-22,0.28,FS0056,Ardmair,210300.0,899500.0
2025,2025-12-22,0.02,FS0057,Corry Farm,215500.0,890500.0
2025,2025-12-22,0.77,FS0067,Badcall Bay,215300.0,940600.0
2025,2025-12-22,1.67,FS0068,Calva Bay (Calbha Beag),215600.0,937100.0
2025,2025-12-22,0.16,FS0088,Cloudin,423300.0,1147500.0
2025,2025-12-22,0.46,FS0090,Ormsary Broodstock Unit,173500.0,672200.0
2025,2025-12-22,0.53,FS0209,Scallastle,168900.0,739600.0
2025,2025-12-22,0.33,FS0240,Linnhe,201300.0,764700.0
2025,2025-12-22,0.35,FS0390,Carness Bay,346900.0,1013900.0
2025,2025-12-22,6.22,FS0242,Gravir,141300.0,914600.0
2025,2025-12-22,0.0,FS0245,Ardintoul,182400.0,824400.0
2025,2025-12-22,0.0,FS0247,Loch Harport,134700.0,835700.0
2025,2025-12-22,0.04,FS0248,Loch Duich,189300.0,823100.0
2025,2025-12-22,0.0,FS0249,Ardnish,175500.0,781500.0
2025,2025-12-22,0.24,FS0252,Cairidh,155400.0,828600.0
2025,2025-12-22,1.0,FS0271,Kames Bay (west),182100.0,711700.0
2025,2025-12-22,4.6,FS0336,Druimyeon Bay,166800.0,651900.0
2025,2025-12-22,0.21,FS0356,North Moine,180500.0,701500.0
2025,2025-12-22,1.4,FS0361,Sian Bay,244600.0,962300.0
2025,2025-12-22,0.07,FS0839,Geasgill,143500.0,737700.0
2025,2025-12-22,1.29,FS0423,Lamlash,204400.0,629200.0
2025,2025-12-22,0.2,FS0853,Lochmaddy,94300.0,870000.0
2025,2025-12-22,0.93,FS1291,Caolas A Deas,136200.0,910000.0
2025,2025-12-22,0.15,FS1210,Vestness,348000.0,1049300.0
2025,2025-12-22,0.08,FS1233,Eughlam,116200.0,938900.0
2025,2025-12-22,0.0,FS1259,Stulaigh,82500.0,824100.0
2025,2025-12-22,1.6,FS1260,Sound of Harris,100900.0,879400.0
2025,2025-12-22,0.17,FS1267,Gometra,136100.0,742400.0
2025,2025-12-22,1.43,FS1274,Kishorn West,176700.0,836100.0
2025,2025-12-22,0.15,FS1275,Flaeshins,460800.0,1194300.0
2025,2025-12-22,0.1,FS1279,Bastaness,454000.0,1193600.0
2025,2025-12-22,0.01,FS1281,Sgian Dubh,207900.0,674800.0
2025,2025-12-22,0.0,FS1288,Etive 6,198300.0,734100.0
2025,2025-12-22,0.15,FS1293,Scadabay,116400.0,891700.0
2025,2025-12-22,1.8,FS1198,South Cava,333300.0,998900.0
2025,2025-12-22,0.0,FS1294,Wyre,345600.0,1025300.0
2025,2025-12-22,0.53,FS1296,Colonsay,143400.0,696800.0
2025,2025-12-22,0.4,FS1297,Tabhaigh,141600.0,923100.0
2025,2025-12-22,0.4,FS1310,Loch Pooltiel,114400.0,851200.0
2025,2025-12-22,0.0,FS1312,Skelwick Skerry,352400.0,1045000.0
2025,2025-12-22,0.36,FS1317,Rum,141100.0,803000.0
2025,2025-12-22,0.3,FS1330,Sconser Quarry,156200.0,832100.0
2025,2025-12-22,0.0,FS1331,Lober Rock (SMH),343400.0,994600.0
2025,2025-12-22,0.13,FS1334,Grey Horse Channel Outer,99300.0,875400.0
2025,2025-12-22,0.0,FS0860,Shapinsay,350100.0,1021300.0
2025,2025-12-22,0.16,FS1209,Ouseness,346500.0,1049700.0
2025,2025-12-22,0.28,FS1286,Muck,143300.0,780400.0
2025,2025-12-22,0.92,FS0993,Chalmers Hope,328700.0,1001300.0
2025,2025-12-22,0.14,FS1042,Seaforth,123100.0,903200.0
2025,2025-12-22,0.0,FS0865,Marulaig Bay,83100.0,816300.0
2025,2025-12-22,0.0,FS1176,Eilean Grianain,181600.0,641200.0
2025,2025-12-22,0.0,FS0894,Rubha Stillaig,192500.0,668200.0
2025,2025-12-22,0.67,FS0903,Swining Voe 3,446300.0,1169800.0
2025,2025-12-22,0.04,FS0927,Kyles Vuia,113700.0,935500.0
2025,2025-12-22,1.8,FS0933,Clashnessie Bay,208300.0,933600.0
2025,2025-12-22,3.05,FS0964,Bloody Bay,149200.0,757700.0
2025,2025-12-22,0.78,FS1010,East Tarbert Bay,167200.0,653100.0
2025,2025-12-22,0.05,FS1018,Slocka Ronas Voe,428500.0,1182700.0
2025,2025-12-22,0.0,FS1019,Strondoir Bay,185600.0,679500.0
2025,2025-12-22,0.07,FS1033,North Shore,139200.0,922800.0
2025,2025-12-22,0.53,FS1043,Ness of Copister,450400.0,1179100.0
2025,2025-12-22,0.15,FS1080,Bay of Cleat (North),347300.0,1047500.0
2025,2025-12-22,0.1,FS1083,Groatay,97700.0,873900.0
2025,2025-12-22,0.0,FS1099,Gletness,446600.0,1150700.0
2025,2025-12-22,0.0,FS1101,Etive 3 (Port na Mine),203300.0,733100.0
2025,2025-12-22,0.0,FS1103,Vuia Mor,112600.0,934300.0
2025,2025-12-22,0.0,FS1112,Etive 4,199100.0,734000.0
2025,2025-12-22,0.07,FS1118,Trilleachan Mor,120800.0,907300.0
2025,2025-12-22,0.06,FS1122,Grey Horse Channel,98400.0,875400.0
2025,2025-12-22,0.07,FS1175,Gob na Hoe,118900.0,854600.0
2025,2025-12-15,0.22,FS0489,Cole Deep,435700.0,1163200.0
2025,2025-12-15,0.9,FS0597,Meil Bay,348500.0,1012300.0
2025,2025-12-15,0.0,FS0590,Glenan Bay,191800.0,669500.0
2025,2025-12-15,0.03,FS0559,Ardyne,209300.0,668900.0
2025,2025-12-15,0.01,FS0549,Tanera,199500.0,907500.0
2025,2025-12-15,0.375,FS0519,Maol Ban,156300.0,831100.0
2025,2025-12-15,0.0,FS0767,Tarbert South,190300.0,665300.0
2025,2025-12-15,1.3,FS0472,Wick of Belmont,456400.0,1200300.0
2025,2025-12-15,0.8,FS0465,Shuna Castle,177500.0,709400.0
2025,2025-12-15,0.0,FS0430,Nevis A,174200.0,797000.0
2025,2025-12-15,0.0,FS0605,Creag an T'Sagairt (Loch Hourn),180300.0,809600.0
2025,2025-12-15,2.72,FS0427,Fishnish,164700.0,742800.0
2025,2025-12-15,0.157303371,FS0599,MacLean's Nose,152400.0,762200.0
2025,2025-12-15,1.63,FS0764,Olna South,437300.0,1164100.0
2025,2025-12-15,0.0,FS0608,Vidlin North,448500.0,1167600.0
2025,2025-12-15,0.0,FS0616,Nevis B,174800.0,795200.0
2025,2025-12-15,4.15,FS0621,Loch A Chairn Bhain,219800.0,933500.0
2025,2025-12-15,0.45,FS0637,Stead of Aithness,432200.0,1159900.0
2025,2025-12-15,0.03,FS0645,Kirk Noust,344900.0,1029100.0
2025,2025-12-15,0.375,FS0646,Soay,106400.0,905800.0
2025,2025-12-15,0.05,FS0666,Burrastow,422700.0,1147700.0
2025,2025-12-15,1.4,FS0696,Fiunary,159200.0,747600.0
2025,2025-12-15,0.0,FS0698,Quarry Point,199800.0,698000.0
2025,2025-12-15,0.07,FS0717,Balta Isle,465700.0,1208200.0
2025,2025-12-15,0.491666667,FS0413,Camas Glas,164600.0,758900.0
2025,2025-12-15,0.93,FS0423,Lamlash,204400.0,629200.0
2025,2025-12-15,0.241666667,FS0015,Loch Greshornish,135100.0,855500.0
2025,2025-12-15,0.03,FS0408,Poseidon,447300.0,1170900.0
2025,2025-12-15,0.3,FS0240,Linnhe,201300.0,764700.0
2025,2025-12-15,0.364285714,FS0805,Bagh Dail Nan Cean,177400.0,704600.0
2025,2025-12-15,0.0,FS0001,Evanachan,194500.0,686700.0
2025,2025-12-15,0.108843537,FS0016,Loch Alsh (Sron),178500.0,825500.0
2025,2025-12-15,0.88,FS0056,Ardmair,210300.0,899500.0
2025,2025-12-15,0.08,FS0057,Corry Farm,215500.0,890500.0
2025,2025-12-15,0.2,FS0067,Badcall Bay,215300.0,940600.0
2025,2025-12-15,1.87,FS0068,Calva Bay (Calbha Beag),215600.0,937100.0
2025,2025-12-15,0.08,FS0088,Cloudin,423300.0,1147500.0
2025,2025-12-15,0.35,FS0090,Ormsary Broodstock Unit,173500.0,672200.0
2025,2025-12-15,0.55,FS0209,Scallastle,168900.0,739600.0
2025,2025-12-15,0.434554974,FS0212,Invasion Bay,173200.0,761000.0
2025,2025-12-15,7.68,FS0242,Gravir,141300.0,914600.0
2025,2025-12-15,0.25,FS0407,Wick of Vatsetter,453400.0,1190200.0
2025,2025-12-15,0.0,FS0245,Ardintoul,182400.0,824400.0
2025,2025-12-15,0.0,FS0247,Loch Harport,134700.0,835700.0
2025,2025-12-15,0.006024096,FS0248,Loch Duich,189300.0,823100.0
2025,2025-12-15,0.0,FS0249,Ardnish,175500.0,781500.0
2025,2025-12-15,0.4875,FS0252,Cairidh,155400.0,828600.0
2025,2025-12-15,0.85,FS0271,Kames Bay (west),182100.0,711700.0
2025,2025-12-15,2.05,FS0336,Druimyeon Bay,166800.0,651900.0
2025,2025-12-15,0.06,FS0356,North Moine,180500.0,701500.0
2025,2025-12-15,0.96,FS0361,Sian Bay,244600.0,962300.0
2025,2025-12-15,1.76,FS0382,Uyea Isle,459400.0,1200300.0
2025,2025-12-15,0.18,FS0390,Carness Bay,346900.0,1013900.0
2025,2025-12-15,0.75,FS0777,Eilean Coltair,180300.0,712800.0
2025,2025-12-15,0.042857143,FS1083,Groatay,97700.0,873900.0
2025,2025-12-15,0.0,FS0823,Noust Geo,357000.0,1030600.0
2025,2025-12-15,0.08,FS1279,Bastaness,454000.0,1193600.0
2025,2025-12-15,0.2,FS1175,Gob na Hoe,118900.0,854600.0
2025,2025-12-15,0.0,FS1176,Eilean Grianain,181600.0,641200.0
2025,2025-12-15,1.62,FS1198,South Cava,333300.0,998900.0
2025,2025-12-15,0.4,FS1209,Ouseness,346500.0,1049700.0
2025,2025-12-15,0.15,FS1210,Vestness,348000.0,1049300.0
2025,2025-12-15,0.11,FS1233,Eughlam,116200.0,938900.0
2025,2025-12-15,0.0,FS1259,Stulaigh,82500.0,824100.0
2025,2025-12-15,1.3,FS1260,Sound of Harris,100900.0,879400.0
2025,2025-12-15,0.2,FS1267,Gometra,136100.0,742400.0
2025,2025-12-15,0.85,FS1274,Kishorn West,176700.0,836100.0
2025,2025-12-15,0.1,FS1275,Flaeshins,460800.0,1194300.0
2025,2025-12-15,0.0,FS1280,Loch Carnan,83600.0,843200.0
2025,2025-12-15,1.586666667,FS1118,Trilleachan Mor,120800.0,907300.0
2025,2025-12-15,0.0,FS1281,Sgian Dubh,207900.0,674800.0
2025,2025-12-15,0.0,FS1288,Etive 6,198300.0,734100.0
2025,2025-12-15,0.30625,FS1291,Caolas A Deas,136200.0,910000.0
2025,2025-12-15,0.08,FS1293,Scadabay,116400.0,891700.0
2025,2025-12-15,0.0,FS1294,Wyre,345600.0,1025300.0
2025,2025-12-15,1.15,FS1297,Tabhaigh,141600.0,923100.0
2025,2025-12-15,0.08,FS1305,Westerbister,345300.0,1002500.0
2025,2025-12-15,0.0,FS1309,Loch Snizort East,137000.0,860300.0
2025,2025-12-15,0.47,FS1310,Loch Pooltiel,114400.0,851200.0
2025,2025-12-15,0.3625,FS1317,Rum,141100.0,803000.0
2025,2025-12-15,0.09,FS0839,Geasgill,143500.0,737700.0
2025,2025-12-15,0.089285714,FS1122,Grey Horse Channel,98400.0,875400.0
2025,2025-12-15,0.05,FS1330,Sconser Quarry,156200.0,832100.0
2025,2025-12-15,0.0,FS1112,Etive 4,199100.0,734000.0
2025,2025-12-15,0.02,FS1017,Fara West,332100.0,995300.0
2025,2025-12-15,2.14,FS1103,Vuia Mor,112600.0,934300.0
2025,2025-12-15,5.9,FS0853,Lochmaddy,94300.0,870000.0
2025,2025-12-15,0.0,FS0860,Shapinsay,350100.0,1021300.0
2025,2025-12-15,0.004285714,FS0865,Marulaig Bay,83100.0,816300.0
2025,2025-12-15,1.3,FS0871,Winna Ness,459900.0,1198200.0
2025,2025-12-15,0.52,FS0903,Swining Voe 3,446300.0,1169800.0
2025,2025-12-15,2.3,FS0927,Kyles Vuia,113700.0,935500.0
2025,2025-12-15,1.75,FS0960,East of Holm Heogland (Burkwell),458400.0,1199300.0
2025,2025-12-15,1.93,FS0964,Bloody Bay,149200.0,757700.0
2025,2025-12-15,1.1,FS0993,Chalmers Hope,328700.0,1001300.0
2025,2025-12-15,0.94,FS1010,East Tarbert Bay,167200.0,653100.0
2025,2025-12-15,0.0,FS0851,Ardgaddan,190800.0,681000.0
2025,2025-12-15,0.03,FS1018,Slocka Ronas Voe,428500.0,1182700.0
2025,2025-12-15,0.53,FS1023,Bring Head,327300.0,1002200.0
2025,2025-12-15,0.03,FS1024,Toyness,335400.0,1003700.0
2025,2025-12-15,2.156950673,FS1033,North Shore,139200.0,922800.0
2025,2025-12-15,0.179545455,FS1042,Seaforth,123100.0,903200.0
2025,2025-12-15,0.76,FS1043,Ness of Copister,450400.0,1179100.0
2025,2025-12-15,1.7,FS1057,Vee Taing,459500.0,1198900.0
2025,2025-12-15,0.32,FS1076,Setterness North (Bomlo),447900.0,1171400.0
2025,2025-12-15,0.47,FS1080,Bay of Cleat (North),347300.0,1047500.0
2025,2025-12-15,0.0,FS1099,Gletness,446600.0,1150700.0
2025,2025-12-15,0.0,FS1019,Strondoir Bay,185600.0,679500.0
2025,2025-12-08,0.03,FS0559,Ardyne,209300.0,668900.0
2025,2025-12-08,0.411111111,FS0599,MacLean's Nose,152400.0,762200.0
2025,2025-12-08,1.0,FS0597,Meil Bay,348500.0,1012300.0
2025,2025-12-08,0.0,FS0590,Glenan Bay,191800.0,669500.0
2025,2025-12-08,0.67,FS0465,Shuna Castle,177500.0,709400.0
2025,2025-12-08,0.01,FS0549,Tanera,199500.0,907500.0
2025,2025-12-08,0.0,FS0519,Maol Ban,156300.0,831100.0
2025,2025-12-08,1.95,FS0489,Cole Deep,435700.0,1163200.0
2025,2025-12-08,0.5,FS0472,Wick of Belmont,456400.0,1200300.0
2025,2025-12-08,0.0,FS0608,Vidlin North,448500.0,1167600.0
2025,2025-12-08,0.0,FS0430,Nevis A,174200.0,797000.0
2025,2025-12-08,0.0,FS0605,Creag an T'Sagairt (Loch Hourn),180300.0,809600.0
2025,2025-12-08,0.0,FS0645,Kirk Noust,344900.0,1029100.0
2025,2025-12-08,0.0,FS0616,Nevis B,174800.0,795200.0
2025,2025-12-08,3.99,FS0621,Loch A Chairn Bhain,219800.0,933500.0
2025,2025-12-08,0.8,FS0629,Poll Na Gille,177700.0,708100.0
2025,2025-12-08,1.6,FS0637,Stead of Aithness,432200.0,1159900.0
2025,2025-12-08,0.225,FS0646,Soay,106400.0,905800.0
2025,2025-12-08,0.13,FS0666,Burrastow,422700.0,1147700.0
2025,2025-12-08,0.7,FS0696,Fiunary,159200.0,747600.0
2025,2025-12-08,0.0,FS0698,Quarry Point,199800.0,698000.0
2025,2025-12-08,0.08,FS0717,Balta Isle,465700.0,1208200.0
2025,2025-12-08,0.76,FS0764,Olna South,437300.0,1164100.0
2025,2025-12-08,0.490909091,FS0413,Camas Glas,164600.0,758900.0
2025,2025-12-08,0.0,FS0767,Tarbert South,190300.0,665300.0
2025,2025-12-08,0.17,FS0423,Lamlash,204400.0,629200.0
2025,2025-12-08,0.0,FS0245,Ardintoul,182400.0,824400.0
2025,2025-12-08,0.31,FS0407,Wick of Vatsetter,453400.0,1190200.0
2025,2025-12-08,0.0,FS0390,Carness Bay,346900.0,1013900.0
2025,2025-12-08,0.6625,FS0805,Bagh Dail Nan Cean,177400.0,704600.0
2025,2025-12-08,0.0,FS0001,Evanachan,194500.0,686700.0
2025,2025-12-08,0.230769231,FS0015,Loch Greshornish,135100.0,855500.0
2025,2025-12-08,0.115,FS0016,Loch Alsh (Sron),178500.0,825500.0
2025,2025-12-08,0.184615385,FS0056,Ardmair,210300.0,899500.0
2025,2025-12-08,0.01,FS0057,Corry Farm,215500.0,890500.0
2025,2025-12-08,1.28,FS0067,Badcall Bay,215300.0,940600.0
2025,2025-12-08,0.82,FS0068,Calva Bay (Calbha Beag),215600.0,937100.0
2025,2025-12-08,0.17,FS0088,Cloudin,423300.0,1147500.0
2025,2025-12-08,0.24,FS0090,Ormsary Broodstock Unit,173500.0,672200.0
2025,2025-12-08,0.623188406,FS0212,Invasion Bay,173200.0,761000.0
2025,2025-12-08,0.471428571,FS0237,Gorsten,206100.0,770600.0
2025,2025-12-08,0.3,FS0240,Linnhe,201300.0,764700.0
2025,2025-12-08,4.18,FS0242,Gravir,141300.0,914600.0
2025,2025-12-08,0.0,FS0247,Loch Harport,134700.0,835700.0
2025,2025-12-08,0.0,FS0248,Loch Duich,189300.0,823100.0
2025,2025-12-08,0.0,FS0249,Ardnish,175500.0,781500.0
2025,2025-12-08,0.833333333,FS0252,Cairidh,155400.0,828600.0
2025,2025-12-08,0.6,FS0271,Kames Bay (west),182100.0,711700.0
2025,2025-12-08,0.88,FS0336,Druimyeon Bay,166800.0,651900.0
2025,2025-12-08,0.07,FS0356,North Moine,180500.0,701500.0
2025,2025-12-08,0.25,FS0361,Sian Bay,244600.0,962300.0
2025,2025-12-08,1.8,FS0382,Uyea Isle,459400.0,1200300.0
2025,2025-12-08,0.58,FS0777,Eilean Coltair,180300.0,712800.0
2025,2025-12-08,0.5,FS1076,Setterness North (Bomlo),447900.0,1171400.0
2025,2025-12-08,0.0,FS0823,Noust Geo,357000.0,1030600.0
2025,2025-12-08,0.0,FS1281,Sgian Dubh,207900.0,674800.0
2025,2025-12-08,1.377777778,FS1118,Trilleachan Mor,120800.0,907300.0
2025,2025-12-08,0.06,FS1121,"Bight of Bellister, Dury Voe",449400.0,1160800.0
2025,2025-12-08,0.235714286,FS1122,Grey Horse Channel,98400.0,875400.0
2025,2025-12-08,0.08,FS1175,Gob na Hoe,118900.0,854600.0
2025,2025-12-08,0.0,FS1176,Eilean Grianain,181600.0,641200.0
2025,2025-12-08,0.73,FS1198,South Cava,333300.0,998900.0
2025,2025-12-08,0.19,FS1209,Ouseness,346500.0,1049700.0
2025,2025-12-08,0.25,FS1210,Vestness,348000.0,1049300.0
2025,2025-12-08,0.06,FS1233,Eughlam,116200.0,938900.0
2025,2025-12-08,0.23,FS1267,Gometra,136100.0,742400.0
2025,2025-12-08,0.23,FS1275,Flaeshins,460800.0,1194300.0
2025,2025-12-08,0.0,FS1288,Etive 6,198300.0,734100.0
2025,2025-12-08,1.58,FS1103,Vuia Mor,112600.0,934300.0
2025,2025-12-08,0.12,FS1291,Caolas A Deas,136200.0,910000.0
2025,2025-12-08,0.05,FS1293,Scadabay,116400.0,891700.0
2025,2025-12-08,0.35,FS1296,Colonsay,143400.0,696800.0
2025,2025-12-08,0.8625,FS1297,Tabhaigh,141600.0,923100.0
2025,2025-12-08,0.1,FS1305,Westerbister,345300.0,1002500.0
2025,2025-12-08,0.0,FS1309,Loch Snizort East,137000.0,860300.0
2025,2025-12-08,0.35,FS1317,Rum,141100.0,803000.0
2025,2025-12-08,0.0,FS1330,Sconser Quarry,156200.0,832100.0
2025,2025-12-08,0.2375,FS1334,Grey Horse Channel Outer,99300.0,875400.0
2025,2025-12-08,0.04,FS1335,"Swarta Skerry, Dury Voe",447300.0,1162300.0
2025,2025-12-08,0.56,FS0839,Geasgill,143500.0,737700.0
2025,2025-12-08,0.0,FS1112,Etive 4,199100.0,734000.0
2025,2025-12-08,0.6,FS1274,Kishorn West,176700.0,836100.0
2025,2025-12-08,0.01,FS1099,Gletness,446600.0,1150700.0
2025,2025-12-08,0.58,FS1010,East Tarbert Bay,167200.0,653100.0
2025,2025-12-08,0.189285714,FS1083,Groatay,97700.0,873900.0
2025,2025-12-08,5.82,FS0853,Lochmaddy,94300.0,870000.0
2025,2025-12-08,0.0,FS0860,Shapinsay,350100.0,1021300.0
2025,2025-12-08,0.02,FS0865,Marulaig Bay,83100.0,816300.0
2025,2025-12-08,1.2,FS0871,Winna Ness,459900.0,1198200.0
2025,2025-12-08,0.32,FS0903,Swining Voe 3,446300.0,1169800.0
2025,2025-12-08,1.5,FS0927,Kyles Vuia,113700.0,935500.0
2025,2025-12-08,1.3,FS0933,Clashnessie Bay,208300.0,933600.0
2025,2025-12-08,1.7,FS0960,East of Holm Heogland (Burkwell),458400.0,1199300.0
2025,2025-12-08,0.4,FS0964,Bloody Bay,149200.0,757700.0
2025,2025-12-08,0.73,FS0993,Chalmers Hope,328700.0,1001300.0
2025,2025-12-08,0.0,FS0851,Ardgaddan,190800.0,681000.0
2025,2025-12-08,0.0,FS1017,Fara West,332100.0,995300.0
2025,2025-12-08,1.007142857,FS1033,North Shore,139200.0,922800.0
2025,2025-12-08,0.04,FS1018,Slocka Ronas Voe,428500.0,1182700.0
2025,2025-12-08,1.85,FS1057,Vee Taing,459500.0,1198900.0
2025,2025-12-08,0.47,FS1043,Ness of Copister,450400.0,1179100.0
2025,2025-12-08,1.624,FS1042,Seaforth,123100.0,903200.0
2025,2025-12-08,0.26,FS1080,Bay of Cleat (North),347300.0,1047500.0
2025,2025-12-08,0.0,FS1027,Linga (Setterness),446700.0,1172700.0
2025,2025-12-08,0.02,FS1024,Toyness,335400.0,1003700.0
2025,2025-12-08,0.0,FS1019,Strondoir Bay,185600.0,679500.0
2025,2025-12-01,0.49,FS0472,Wick of Belmont,456400.0,1200300.0
2025,2025-12-01,3.79,FS0621,Loch A Chairn Bhain,219800.0,933500.0
2025,2025-12-01,3.7,FS0489,Cole Deep,435700.0,1163200.0
2025,2025-12-01,0.0,FS0519,Maol Ban,156300.0,831100.0
2025,2025-12-01,0.01,FS0549,Tanera,199500.0,907500.0
2025,2025-12-01,0.0,FS0559,Ardyne,209300.0,668900.0
2025,2025-12-01,0.0,FS0590,Glenan Bay,191800.0,669500.0
2025,2025-12-01,1.75,FS0597,Meil Bay,348500.0,1012300.0
2025,2025-12-01,1.3,FS0465,Shuna Castle,177500.0,709400.0
2025,2025-12-01,0.34,FS0599,MacLean's Nose,152400.0,762200.0
2025,2025-12-01,0.0,FS0608,Vidlin North,448500.0,1167600.0
2025,2025-12-01,0.0,FS0616,Nevis B,174800.0,795200.0
2025,2025-12-01,0.12,FS0666,Burrastow,422700.0,1147700.0
2025,2025-12-01,0.73,FS0629,Poll Na Gille,177700.0,708100.0
2025,2025-12-01,0.4,FS0637,Stead of Aithness,432200.0,1159900.0
2025,2025-12-01,0.0,FS0645,Kirk Noust,344900.0,1029100.0
2025,2025-12-01,0.3,FS0646,Soay,106400.0,905800.0
2025,2025-12-01,0.55,FS0696,Fiunary,159200.0,747600.0
2025,2025-12-01,0.0,FS0698,Quarry Point,199800.0,698000.0
2025,2025-12-01,1.4,FS0710,Sandwick,455400.0,1196100.0
2025,2025-12-01,0.02,FS0717,Balta Isle,465700.0,1208200.0
2025,2025-12-01,0.34,FS0764,Olna South,437300.0,1164100.0
2025,2025-12-01,0.0,FS0767,Tarbert South,190300.0,665300.0
2025,2025-12-01,1.13,FS0777,Eilean Coltair,180300.0,712800.0
2025,2025-12-01,2.13,FS0427,Fishnish,164700.0,742800.0
2025,2025-12-01,0.0,FS0430,Nevis A,174200.0,797000.0
2025,2025-12-01,0.59,FS0015,Loch Greshornish,135100.0,855500.0
2025,2025-12-01,3.9,FS0423,Lamlash,204400.0,629200.0
2025,2025-12-01,0.03,FS0245,Ardintoul,182400.0,824400.0
2025,2025-12-01,0.0,FS0001,Evanachan,194500.0,686700.0
2025,2025-12-01,0.03,FS0016,Loch Alsh (Sron),178500.0,825500.0
2025,2025-12-01,0.08,FS0056,Ardmair,210300.0,899500.0
2025,2025-12-01,0.03,FS0057,Corry Farm,215500.0,890500.0
2025,2025-12-01,1.52,FS0067,Badcall Bay,215300.0,940600.0
2025,2025-12-01,1.63,FS0068,Calva Bay (Calbha Beag),215600.0,937100.0
2025,2025-12-01,0.04,FS0088,Cloudin,423300.0,1147500.0
2025,2025-12-01,0.78,FS0212,Invasion Bay,173200.0,761000.0
2025,2025-12-01,0.39,FS0237,Gorsten,206100.0,770600.0
2025,2025-12-01,0.29,FS0240,Linnhe,201300.0,764700.0
2025,2025-12-01,4.29,FS0242,Gravir,141300.0,914600.0
2025,2025-12-01,0.0,FS0247,Loch Harport,134700.0,835700.0
2025,2025-12-01,0.23,FS0413,Camas Glas,164600.0,758900.0
2025,2025-12-01,0.01,FS0248,Loch Duich,189300.0,823100.0
2025,2025-12-01,0.0,FS0249,Ardnish,175500.0,781500.0
2025,2025-12-01,0.57,FS0252,Cairidh,155400.0,828600.0
2025,2025-12-01,1.33,FS0271,Kames Bay (west),182100.0,711700.0
2025,2025-12-01,1.84,FS0336,Druimyeon Bay,166800.0,651900.0
2025,2025-12-01,0.02,FS0356,North Moine,180500.0,701500.0
2025,2025-12-01,0.12,FS0361,Sian Bay,244600.0,962300.0
2025,2025-12-01,1.5,FS0382,Uyea Isle,459400.0,1200300.0
2025,2025-12-01,0.03,FS0390,Carness Bay,346900.0,1013900.0
2025,2025-12-01,0.37,FS0407,Wick of Vatsetter,453400.0,1190200.0
2025,2025-12-01,0.0,FS0408,Poseidon,447300.0,1170900.0
2025,2025-12-01,4.1,FS0804,Kishorn B (North),179100.0,838000.0
2025,2025-12-01,0.55,FS0805,Bagh Dail Nan Cean,177400.0,704600.0
2025,2025-12-01,0.0,FS0823,Noust Geo,357000.0,1030600.0
2025,2025-12-01,0.09,FS1293,Scadabay,116400.0,891700.0
2025,2025-12-01,0.0,FS1176,Eilean Grianain,181600.0,641200.0
2025,2025-12-01,0.75,FS1198,South Cava,333300.0,998900.0
2025,2025-12-01,0.39,FS1209,Ouseness,346500.0,1049700.0
